Company,Location,Month,Type,Date,Particulars,Voucher Type,Voucher No.,Against Sales Invoice no.,Quantity,Rate,Value,Gross Total,ledger_id
Enterprise,Surat,2026-03,credit note,31/03/2026,RADHE FASHION,GST CREDIT NOTE,CN/138/25-26,INK/25-26/1245,,,,2360.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c8e
Enterprise,Surat,2026-03,credit note,31/03/2026,RIZZA CREATION,GST CREDIT NOTE,CN/139/25-26,INK/25-26/1235,,,,3540.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c93
Enterprise,Surat,2026-03,credit note,31/03/2026,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/140/25-26,INK/25-26/1158,,,,2950.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c3e
Enterprise,Surat,2026-03,credit note,31/03/2026,KIMORA FASHIONS PVT. LTD.,GST CREDIT NOTE,CN/141/25-26,INK/25-26/1461,,,,7080.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-0000012e
Enterprise,Surat,2026-03,credit note,31/03/2026,FABRIC  STORY PVT LTD,GST CREDIT NOTE,CN/142/25-26,INK/25-26/1354,,,,10620.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c55
Enterprise,Surat,2026-03,credit note,31/03/2026,VISHWESH KNITTING AND DYEING MILLS PVT LTD,GST CREDIT NOTE,CN/144/25-26,INK/25-26/1412,,,,6136.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cc0
Enterprise,Surat,2026-03,credit note,31/03/2026,SWASTIK DIGITAL,GST CREDIT NOTE,CN/145/25-26,INK/25-26/1430,,,,4130.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cb4
Enterprise,Surat,2026-03,credit note,31/03/2026,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/148/25-26,INK/25-26/1409,,,,64900.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c49
Enterprise,Surat,2026-03,credit note,31/03/2026,PRABAL DIGITAL FABRIC STUDIO,GST CREDIT NOTE,CN/147/25-26,INK/25-26/1286,,,,10620.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000f87
Enterprise,Surat,2026-03,credit note,31/03/2026,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/146/25-26,INK/25-26/1439,,,,118000.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c49
Enterprise,Surat,2026-03,credit note,31/03/2026,PRINT PALETTE,GST CREDIT NOTE,CN/149/25-26,INK/25-26/1137,,,,885.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c8c
Enterprise,Surat,2026-03,credit note,31/03/2026,RIDTZ FASHION,GST CREDIT NOTE,CN/150/25-26,INK/25-26/1392,,,,5900.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c92
Enterprise,Surat,2026-03,credit note,31/03/2026,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/151/25-26,INK/25-26/1157,,,,56640.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c56
Enterprise,Surat,2026-03,credit note,31/03/2026,LOTUS CREATION,GST CREDIT NOTE,CN/152/25-26,INK/25-26/1258,,,,1770.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c6d
Enterprise,Surat,2026-03,credit note,31/03/2026,PRABAL DIGITAL FABRIC STUDIO,GST CREDIT NOTE,CN/153/25-26,INK/25-26/1103,,,,2360.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000f87
Enterprise,Surat,2026-03,credit note,31/03/2026,SAMJUBA ENTERPRISE,GST CREDIT NOTE,CN/154/25-26,INK/25-26/1444,,,,4195.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c9a
Enterprise,Surat,2026-03,credit note,10/03/2026,KRISHNA DYEING & PRINTING MILLS PVT. LTD.,GST SALE RETURN,G/SR/ENT3/25-26,INK/25-26/409,40.0000,743.75,29750.00,35105.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000d84
Enterprise,Surat,2026-03,credit note,14/03/2026,SWASTIK DIGITAL,GST SALE RETURN,G/SR/ENT4/25-26,INK/25-26/1151,40.0000,710.00,28400.00,33512.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cb4
Enterprise,Surat,2026-03,credit note,20/03/2026,SHUKAN DIGITAL,GST SALE RETURN,G/SR/ENT5/25-26,INK/25-26/1092,5.0000,825.00,4125.00,4868.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000ca9
Enterprise,Surat,2026-03,credit note,24/03/2026,SHREEJI PRINTS PVT LTD,GST SALE RETURN,G/SR/ENT6/25-26,INK/25-26/1179,60.0000,450.00,27000.00,31860.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000f4a
Enterprise,Surat,2026-03,credit note,27/03/2026,SINO STAR ENTERPRISE,GST SALE RETURN,G/SR/ENT7/25-26,INK/25-26/1346,20.0000,800.00,16000.00,18880.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cae
Enterprise,Surat,2026-03,credit note,27/03/2026,SWASTIK DIGITAL,GST SALE RETURN,G/SR/ENT8/25-26,INK/25-26/1430,10.0000,640.00,6400.00,7552.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cb4
Enterprise,Surat,2026-04,credit note,16/04/2026,KALAKRUTI PROCESSORS (P) LTD,GST CREDIT NOTE,CN/1/26-27,INK/25-26/1398,,,,17700.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c62
Enterprise,Surat,2026-04,credit note,17/04/2026,SHREE NANDESHWAR PROCESSORS PRIVATE LIMITED,GST CREDIT NOTE,CN/2/26-27,INK/25-26/1391,,,,3398.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000ce2
Enterprise,Surat,2026-04,credit note,21/04/2026,PEACOCK DIGITAL WORLD,GST CREDIT NOTE,CN/3/26-27,INK/25-26/1065,,,,1888.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c86
Enterprise,Surat,2026-04,credit note,21/04/2026,PEACOCK DIGITAL WORLD,GST CREDIT NOTE,CN/4/26-27,INK/25-26/1227,,,,37760.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c86
Enterprise,Surat,2026-04,credit note,21/04/2026,RIZZA CREATION,GST CREDIT NOTE,CN/5/26-27,,,,,6844.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c93
Enterprise,Surat,2026-04,credit note,21/04/2026,KRISHNA DIGI PRINT,GST CREDIT NOTE,CN/6/26-27,,,,,18479.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c69
Enterprise,Surat,2026-04,credit note,24/04/2026,PIONEER DYEING PVT LTD,GST CREDIT NOTE,CN/7/26-27,INK/26-27/30,,,,156350.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c87
Enterprise,Surat,2026-04,credit note,25/04/2026,RAJIV SILK MILLS,GST CREDIT NOTE,CN/8/26-27,INK/26-27/1424,,,,7434.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c90
Enterprise,Surat,2026-04,credit note,29/04/2026,BHOOMI FASHION PVT LTD,GST CREDIT NOTE,CN/36/26-27,INK/26-27/409,,,,620.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c48
Enterprise,Surat,2026-04,credit note,29/04/2026,VINNY OVERSEAS LIMITED,GST CREDIT NOTE,CN/27/26-27,INK/26-27/410,,,,24780.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cbe
Enterprise,Surat,2026-04,credit note,30/04/2026,GAURANGA INTERNATIONAL,GST CREDIT NOTE,CN/34/26-27,INK/26-27/422,,,,2655.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c57
Enterprise,Surat,2026-04,credit note,30/04/2026,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/32/26-27,INK/26-27/427,,,,118000.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c49
Enterprise,Surat,2026-04,credit note,30/04/2026,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/9/26-27,INK/26-27/6,,,,78470.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c3e
Enterprise,Surat,2026-04,credit note,30/04/2026,SHIVRAM PROCESSORS,GST CREDIT NOTE,CN/10/26-27,INK/26-27/178,,,,31860.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c9e
Enterprise,Surat,2026-04,credit note,30/04/2026,VINNY OVERSEAS LIMITED,GST CREDIT NOTE,CN/11/26-27,INK/26-27/161,,,,64310.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cbe
Enterprise,Surat,2026-04,credit note,30/04/2026,ANUPAM CREATION PVT. LTD.,GST CREDIT NOTE,CN/12/26-27,INK/26-27/12,,,,45430.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c3f
Enterprise,Surat,2026-04,credit note,30/04/2026,SHREE RAMANUJ DYEING AND PRINTING MILLS,GST CREDIT NOTE,CN/13/26-27,INK/26-27/191,,,,118000.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000e26
Enterprise,Surat,2026-04,credit note,30/04/2026,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/14/26-27,INK/26-27/322,,,,979990.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c49
Enterprise,Surat,2026-04,credit note,30/04/2026,DASS DIGITAL,GST CREDIT NOTE,CN/15/26-27,INK/26-27/2,,,,194110.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c50
Enterprise,Surat,2026-04,credit note,30/04/2026,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/16/26-27,INK/26-27/171,,,,49147.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c56
Enterprise,Surat,2026-04,credit note,30/04/2026,KALA FASHIONS,GST CREDIT NOTE,CN/17/26-27,INK/26-27/40,,,,10325.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c60
Enterprise,Surat,2026-04,credit note,30/04/2026,KANISHKA PRINTS PVT LTD,GST CREDIT NOTE,CN/18/26-27,INK/26-27/4,,,,4543.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c64
Enterprise,Surat,2026-04,credit note,30/04/2026,SHALEEN SILK MILLS,GST CREDIT NOTE,CN/19/26-27,INK/26-27/77,,,,6490.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c9b
Enterprise,Surat,2026-04,credit note,30/04/2026,SINO STAR ENTERPRISE,GST CREDIT NOTE,CN/20/26-27,INK/26-27/247,,,,73750.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cae
Enterprise,Surat,2026-04,credit note,30/04/2026,VERONICA DIGITAL,GST CREDIT NOTE,CN/21/26-27,INK/26-27/168,,,,11682.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cbd
Enterprise,Surat,2026-04,credit note,30/04/2026,SHREE LAXMI FASHION,GST CREDIT NOTE,CN/37/26-27,INK/26-27/433,,,,70800.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000ca2
Enterprise,Surat,2026-04,credit note,30/04/2026,JAY INDUSTRIAL CHEMICALS PVT LTD,GST CREDIT NOTE,CN/22/26-27,INK/26-27/265,,,,431408.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c5c
Enterprise,Surat,2026-04,credit note,30/04/2026,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/23/26-27,INK/26-27/289,,,,1770.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c3e
Enterprise,Surat,2026-04,credit note,30/04/2026,SHAN TEXTILES PRIVATE LIMITED,GST CREDIT NOTE,CN/24/26-27,INK/26-27/400,,,,18762.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000f61
Enterprise,Surat,2026-04,credit note,30/04/2026,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/25/26-27,INK/26-27/125,,,,1180.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c3e
Enterprise,Surat,2026-04,credit note,30/04/2026,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/26/26-27,INK/26-27/31,,,,324500.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c49
Enterprise,Surat,2026-04,credit note,30/04/2026,CLOTHERA PRIVATE LIMITED,GST CREDIT NOTE,CN/28/26-27,INK/26-27/298,,,,6343.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c4e
Enterprise,Surat,2026-04,credit note,30/04/2026,VISHWESH KNITTING AND DYEING MILLS PVT LTD,GST CREDIT NOTE,CN/29/26-27,INK/26-27/343,,,,9440.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cc0
Enterprise,Surat,2026-04,credit note,30/04/2026,DASS EMBROIDERY PRIVATE LIMITED,GST CREDIT NOTE,CN/31/26-27,INK/26-27/155,,,,3304.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000fa5
Enterprise,Surat,2026-04,credit note,30/04/2026,PRABAL DIGITAL FABRIC STUDIO,GST CREDIT NOTE,CN/30/26-27,INK/26-27/90,,,,15576.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000f87
Enterprise,Surat,2026-04,credit note,30/04/2026,PEACOCK DIGITAL WORLD,GST CREDIT NOTE,CN/33/26-27,INK/26-27/315,,,,11800.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c86
Enterprise,Surat,2026-04,credit note,30/04/2026,GAURANGA INTERNATIONAL,GST CREDIT NOTE,CN/35/26-27,INK/26-27/422,,,,5605.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c57
Enterprise,Surat,2026-04,credit note,30/04/2026,PRINT PALETTE,GST CREDIT NOTE,CN/38/26-27,INK/26-27/352,,,,4130.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c8c
Enterprise,Surat,2026-04,credit note,30/04/2026,RIDTZ FASHION,GST CREDIT NOTE,CN/39/26-27,INK/26-27/381,,,,15340.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c92
Enterprise,Surat,2026-04,credit note,30/04/2026,BHAGWATI FABRICS,GST CREDIT NOTE,CN/40/26-27,INK/26-27/214,,,,590.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c45
Enterprise,Surat,2026-04,credit note,02/04/2026,RAJLAXMI DIGITAL,GST SALE RETURN,G/SR/ENT1/26-27,INK/25-26/1379,1.0000,8000.00,8000.00,9440.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000fbb
Enterprise,Surat,2026-04,credit note,08/04/2026,ANISHA THE COLOUR CO.,GST SALE RETURN,G/SR/ENT2/26-27,INK/25-26/1218,100.0000,590.00,59000.00,69620.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c3e
Enterprise,Surat,2026-04,credit note,08/04/2026,D SKY DIGITAL PRINTS,GST SALE RETURN,G/SR/ENT3/26-27,,80.0000,725.00,58000.00,68440.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c4f
Enterprise,Surat,2026-04,credit note,14/04/2026,PADRAJ TEXTILES PVT. LTD,GST SALE RETURN,G/SR/ENT4/26-27,INK/25-26/921,120.0000,690.00,82800.00,97704.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c82
Enterprise,Surat,2026-05,credit note,02/05/2026,SHIVRAM PROCESSORS,GST CREDIT NOTE,CN/41/26-27,INK/26-27/178,,,,7375.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c9e
Enterprise,Surat,2026-05,credit note,02/05/2026,SHIVRAM PROCESSORS,GST CREDIT NOTE,CN/42/26-27,INK/25-26/1442,,,,2950.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c9e
Enterprise,Surat,2026-05,credit note,04/05/2026,SAMJUBA ENTERPRISE,GST CREDIT NOTE,CN/43/26-27,INK/26-27/227,,,,7534.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c9a
Enterprise,Surat,2026-05,credit note,05/05/2026,SHREE SATI TEX PRINTS PRIVATE LIMITED,GST CREDIT NOTE,CN/44/26-27,INK/26-27/29,,,,1180.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00001067
Enterprise,Surat,2026-05,credit note,06/05/2026,SWASTIK DIGITAL,GST CREDIT NOTE,CN/45/26-27,INK/26-27/260,,,,1652.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cb4
Enterprise,Surat,2026-05,credit note,06/05/2026,SWASTIK DIGITAL,GST CREDIT NOTE,CN/46/26-27,INK/26-27/25,,,,1652.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000cb4
Enterprise,Surat,2026-05,credit note,07/05/2026,APOLLO  DIGITEX PVT.LTD,GST CREDIT NOTE,CN/47/26-27,INK/25-26/177,,,,35400.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c40
Enterprise,Surat,2026-05,credit note,07/05/2026,APOLLO  DIGITEX PVT.LTD,GST CREDIT NOTE,CN/48/26-27,INK/25-26/866,,,,300900.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c40
Enterprise,Surat,2026-05,credit note,07/05/2026,APOLLO  DIGITEX PVT.LTD,GST CREDIT NOTE,CN/49/26-27,INK/25-26/1224,,,,389400.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c40
Enterprise,Surat,2026-05,credit note,07/05/2026,APOLLO  DIGITEX PVT.LTD,GST CREDIT NOTE,CN/50/26-27,INK/26-27/358,,,,354000.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c40
Enterprise,Surat,2026-05,credit note,13/05/2026,DIGITO FAB,GST CREDIT NOTE,CN/51/26-27,INK/26-27/591,,,,3894.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-0000100e
Enterprise,Surat,2026-05,credit note,13/05/2026,DIGITO FAB,GST CREDIT NOTE,CN/55/26-27,,,,,4517.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-0000100e
Enterprise,Surat,2026-05,credit note,19/05/2026,THE FESTON,GST CREDIT NOTE,CN/56/26-27,SPARE/EN/2526/3,,,,47200.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-000001fc
Enterprise,Surat,2026-05,credit note,05/05/2026,KALP KALA,GST SALE RETURN,G/SR/ENT5/26-27,INK/25-26/514,10.0000,690.00,6900.00,8142.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c63
Enterprise,Surat,2026-05,credit note,13/05/2026,PANACHE CREATION,GST SALE RETURN,G/SR/ENT6/26-27,INK/25-26/1263,15.0000,490.00,7350.00,8673.00,59a6c2d9-0c5a-4fc5-b8c5-3be6fec3289e-00000c83
Enterprise,Noida,2025-06,credit note,14/06/2025,ORANGE O TEC ENTERPRISES-(SURAT),GST SALES RETURN,SR/E/N/25-26/1,SPARE/EN/25-26/7,1.0000,320000.00,320000.00,377600.00,779c26f4-3fd8-46bd-9995-4f9916c98856-000001f9
Enterprise,Noida,2025-06,credit note,21/06/2025,AMAAYRA DIGITAL PRIVATE LIMITED,GST SALES RETURN,SR/E/N/25-26/2,HD/EN/25-26/1,8.0000,150000.00,1200000.00,1416000.00,779c26f4-3fd8-46bd-9995-4f9916c98856-000001ee
Enterprise,Noida,2025-09,credit note,29/09/2025,AMAAYRA DIGITAL PRIVATE LIMITED,GST SALES RETURN,SR/E/N/25-26/4,MC/EN/25-26/5,1.0000,2600000.00,2600000.00,3068000.00,779c26f4-3fd8-46bd-9995-4f9916c98856-000001ee
Enterprise,Noida,2025-09,credit note,29/09/2025,AMAAYRA DIGITAL PRIVATE LIMITED,GST SALES RETURN,SR/E/N/25-26/3,HD/EN/25-26/2,16.0000,150000.00,2400000.00,2832000.00,779c26f4-3fd8-46bd-9995-4f9916c98856-000001ee
Enterprise,Noida,2025-12,credit note,16/12/2025,ROYAL DESIGNS,GST SALES RETURN,SR/E/N/25-26/6,MC/EN/25-26/6,1.0000,3900000.00,3900000.00,4602000.00,779c26f4-3fd8-46bd-9995-4f9916c98856-0000095a
Enterprise,Noida,2026-01,credit note,16/01/2026,VERONICA DIGITAL,GST CREDIT NOTE,1,INK/N/2526/4,,,,3894.00,779c26f4-3fd8-46bd-9995-4f9916c98856-0000144b
Enterprise,Noida,2026-02,credit note,03/02/2026,A N CREATION,GST CREDIT NOTE,2,INK/N/2526/14,,,,4772.00,779c26f4-3fd8-46bd-9995-4f9916c98856-00001485
Enterprise,Noida,2026-02,credit note,13/02/2026,BHOLE NATH HOSIERY MILLS,GST SALES RETURN,SR/E/N/25-26/7,INK/N/2526/33,60.0000,450.00,27000.00,31860.00,779c26f4-3fd8-46bd-9995-4f9916c98856-00001483
Enterprise,Noida,2026-03,credit note,11/03/2026,A N CREATION,GST CREDIT NOTE,3,INK/N/2526/26,,,,5197.00,779c26f4-3fd8-46bd-9995-4f9916c98856-00001485
Enterprise,Noida,2026-03,credit note,21/03/2026,A N CREATION,GST CREDIT NOTE,4,INK/N/2526/72,,,,7845.00,779c26f4-3fd8-46bd-9995-4f9916c98856-00001485
Enterprise,Noida,2026-03,credit note,27/03/2026,FLORATEX,GST CREDIT NOTE,5,INK/N/2526/95,,,,2596.00,779c26f4-3fd8-46bd-9995-4f9916c98856-00001539
Enterprise,Noida,2026-03,credit note,28/03/2026,J.P. PROCESSORS PVT. LTD.,GST CREDIT NOTE,6,INK/N/2526/57,,,,944.00,779c26f4-3fd8-46bd-9995-4f9916c98856-0000148c
Enterprise,Noida,2026-03,credit note,31/03/2026,VEER HOSIERY PRODUCTS,GST CREDIT NOTE,7,INK/N/2526/39,,,,2622.00,779c26f4-3fd8-46bd-9995-4f9916c98856-000014ba
Enterprise,Noida,2026-03,credit note,31/03/2026,GLAMY FABRICS,GST CREDIT NOTE,8,INK/N/2526/82,,,,23600.00,779c26f4-3fd8-46bd-9995-4f9916c98856-00001532
Enterprise,Noida,2026-03,credit note,06/03/2026,M.K. FASHIONS,GST SALES RETURN,SR/E/N/25-26/8,INK/N/2526/32,120.0000,450.00,54000.00,63720.00,779c26f4-3fd8-46bd-9995-4f9916c98856-0000145e
Enterprise,Noida,2026-03,credit note,28/03/2026,AURO TEXTILES,GST SALES RETURN,SR/E/N/25-26/9,INK/N/2526/93,100.0000,825.00,82500.00,97350.00,779c26f4-3fd8-46bd-9995-4f9916c98856-00001537
O-tec,Noida,2026-04,credit note,13/04/2026,A N CREATION,GST CREDIT NOTE,CN/N/26-27/1,INK/N/26-27/16,,,,2407.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000dc4
O-tec,Noida,2026-04,credit note,21/04/2026,J.P. PROCESSORS PVT. LTD.,GST CREDIT NOTE,CN/N/26-27/2,INK/N/2627/91,,,,40120.00,53d35745-5246-4e1a-a27a-d4769f245b50-0000010d
O-tec,Noida,2026-04,credit note,23/04/2026,MEHAR DIGITALS (NOIDA),GST CREDIT NOTE,CN/N/26-27/3,SER/N/26-27/2,,,,29500.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000114
O-tec,Noida,2026-04,credit note,08/04/2026,KAYTEX FABRIC PVT. LTD.,GST SALES RETURN,G/SR/N/26-27/1,INK/N/26-27/28,400.0000,575.00,230000.00,271400.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000f36
O-tec,Noida,2026-04,credit note,21/04/2026,M/S VISTOSO,GST SALES RETURN,G/SR/N/26-27/2,SP/N/25-26/433,4.0000,10322.92,41291.69,48724.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000118
O-tec,Noida,2026-05,credit note,02/05/2026,YASH PRINTS PVT. LTD.,GST CREDIT NOTE,CN/N/26-27/4,INK/N/25-26/1075,,,,50740.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000136
O-tec,Noida,2026-05,credit note,02/05/2026,MEHAR DIGITALS (NOIDA),GST CREDIT NOTE,CN/N/26-27/5,HD/HG/26-27/8,,,,277300.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000114
O-tec,Noida,2026-05,credit note,07/05/2026,VEER HOSIERY PRODUCTS,GST CREDIT NOTE,CN/N/26-27/6,INK/N/26-27/83,,,,2124.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000c8f
O-tec,Noida,2026-05,credit note,07/05/2026,INERTIA INTERNATIONAL,GST CREDIT NOTE,CN/N/26-27/7,INK/N/26-27/52,,,,2006.00,53d35745-5246-4e1a-a27a-d4769f245b50-0000197e
O-tec,Noida,2026-05,credit note,09/05/2026,VAIBHAV ENTERPRISES,GST CREDIT NOTE,CN/N/26-27/8,INK/N/26-27/107,,,,17228.00,53d35745-5246-4e1a-a27a-d4769f245b50-0000051b
O-tec,Noida,2026-05,credit note,09/05/2026,VAIBHAV ENTERPRISES,GST CREDIT NOTE,CN/N/26-27/9,INK/N/26-27/132,,,,9440.00,53d35745-5246-4e1a-a27a-d4769f245b50-0000051b
O-tec,Noida,2026-05,credit note,13/05/2026,GLAMY FABRICS,GST CREDIT NOTE,CN/N/26-27/10,SP/N/25-26/194,,,,5133.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000e00
O-tec,Noida,2026-05,credit note,16/05/2026,MEHAR DIGITALS (NOIDA),GST CREDIT NOTE,CN/N/26-27/11,INK/D/23-24/1022,,,,1180.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000114
O-tec,Noida,2026-05,credit note,23/05/2026,AISHAWARYA CREATIONS,GST CREDIT NOTE,CN/N/26-27/12,HD/HG/25-26/11,,,,97350.00,53d35745-5246-4e1a-a27a-d4769f245b50-000000fe
O-tec,Noida,2026-05,credit note,09/05/2026,VEER HOSIERY PRODUCTS,GST SALES RETURN,G/SR/N/26-27/3,INK/N/26-27/83,60.0000,440.00,26400.00,31152.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000c8f
O-tec,Noida,2026-05,credit note,09/05/2026,INERTIA INTERNATIONAL,GST SALES RETURN,G/SR/N/26-27/4,INK/N/26-27/52,20.0000,525.00,10500.00,12390.00,53d35745-5246-4e1a-a27a-d4769f245b50-0000197e
O-tec,Noida,2026-05,credit note,15/05/2026,APOLLO DIGITEX PRIVATE LIMITED,GST SALES RETURN,G/SR/N/26-27/5,SP/N/25-26/402,1.0000,77716.39,77716.39,92118.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000102
O-tec,Noida,2026-05,credit note,16/05/2026,ORANGE O TEC ENTERPRISES PRIVATE LIMITED - NOIDA,GST SALES RETURN,G/SR/N/26-27/6,,65.0000,510.00,33150.00,39117.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000e04
O-tec,Noida,2026-05,credit note,16/05/2026,MEHAR DIGITALS (NOIDA),GST SALES RETURN,G/SR/N/26-27/7,SP/DOT/23-24/123,1.0000,15000.00,15000.00,17700.00,53d35745-5246-4e1a-a27a-d4769f245b50-00000114
