Company,Location,Month,Type,Date,Particulars,Voucher Type,Voucher No.,Against Sales Invoice no.,Quantity,Rate,Value,Gross Total,ledger_id
O-tec,Surat,2025-04,credit note,05/04/2025,CHANDRIKA DIGITAL,GST CREDIT NOTE,CN/1/25-26,,,,,177.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000af9
O-tec,Surat,2025-04,credit note,05/04/2025,K3 FABRIC HUB  PVT LTD,GST CREDIT NOTE,CN/2/25-26,SPARE/24-25/2343,,,,9158.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e4e
O-tec,Surat,2025-04,credit note,05/04/2025,K3 FABRIC HUB  PVT LTD,GST CREDIT NOTE,CN/3/25-26,HAND/24-25/211,,,,11800.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e4e
O-tec,Surat,2025-04,credit note,09/04/2025,SHALEEN SILK MILLS,GST CREDIT NOTE,CN/4/25-26,,,,,17117.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012b6
O-tec,Surat,2025-04,credit note,09/04/2025,SHALEEN SILK MILLS,GST CREDIT NOTE,CN/5/25-26,INK/24-25/4042,,,,14750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012b6
O-tec,Surat,2025-04,credit note,09/04/2025,SHALEEN SILK MILLS,GST CREDIT NOTE,CN/6/25-26,INK/24-25/3924,,,,19256.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012b6
O-tec,Surat,2025-04,credit note,09/04/2025,SHALEEN SILK MILLS,GST CREDIT NOTE,CN/7/25-26,INK/24-25/5355,,,,6815.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012b6
O-tec,Surat,2025-04,credit note,12/04/2025,SWASTIK VALUE ADDITION PVT LTD,GST CREDIT NOTE,CN/8/25-26,,,,,30533.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013e1
O-tec,Surat,2025-04,credit note,15/04/2025,VEEKAY PRINTS PVT.LTD.,GST CREDIT NOTE,CN/9/25-26,PAPER/028/25-26,,,,1475.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014d4
O-tec,Surat,2025-04,credit note,17/04/2025,RIDTZ FASHION,GST CREDIT NOTE,CN/10/25-26,INK/24-25/7319,,,,42185.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011eb
O-tec,Surat,2025-04,credit note,17/04/2025,RIDTZ FASHION,GST CREDIT NOTE,CN/11/25-26,,,,,47200.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011eb
O-tec,Surat,2025-04,credit note,17/04/2025,RIDTZ FASHION,GST CREDIT NOTE,CN/12/25-26,,,,,22491.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011eb
O-tec,Surat,2025-04,credit note,18/04/2025,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/13/25-26,INK/24-25/8517,,,,56640.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-04,credit note,19/04/2025,PEACOCK DIGITAL PRINTS,GST CREDIT NOTE,CN/14/25-26,HD/HG/24-25/110,,,,295000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010cd
O-tec,Surat,2025-04,credit note,19/04/2025,RAJLAXMI DIGITAL,GST CREDIT NOTE,CN/15/25-26,HD/HG/25-26/17,,,,241900.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000119e
O-tec,Surat,2025-04,credit note,19/04/2025,SHREE SACHIDANAND INDUSTRIES PVT LTD,GST CREDIT NOTE,CN/16/25-26,PAPER/049/25-26,,,,7788.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001318
O-tec,Surat,2025-04,credit note,21/04/2025,NILAMBER DYEING AND BLEACHING MILLS PVT LTD,GST CREDIT NOTE,CN/17/25-26,SPARE/24-25/2417,,,,49454.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001029
O-tec,Surat,2025-04,credit note,21/04/2025,SHREEJI PRINTS PVT LTD,GST CREDIT NOTE,CN/18/25-26,SPARE/24-25/2488,,,,6500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012fe
O-tec,Surat,2025-04,credit note,21/04/2025,GOKUL TEX PRINTS PVT. LTD.,GST CREDIT NOTE,CN/19/25-26,HD/HG/25-26/19,,,,219480.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cd3
O-tec,Surat,2025-04,credit note,22/04/2025,RAJLAXMI ARTS,GST CREDIT NOTE,CN/20/25-26,INK/24-25/1452,,,,12390.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000119d
O-tec,Surat,2025-04,credit note,23/04/2025,POONAM DIGITEX,GST CREDIT NOTE,CN/21/25-26,INK/24-25/75,,,,17343.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010f1
O-tec,Surat,2025-04,credit note,23/04/2025,M/S S.Z.DIGITEX,GST CREDIT NOTE,CN/22/25-26,PAPER/060/25-26,,,,4886.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fd3
O-tec,Surat,2025-04,credit note,23/04/2025,M/S S.Z.DIGITEX,GST CREDIT NOTE,CN/23/25-26,PAPER/042/25-26,,,,3380.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fd3
O-tec,Surat,2025-04,credit note,23/04/2025,RAJIV SILK MILLS,GST CREDIT NOTE,CN/24/25-26,,,,,12390.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001196
O-tec,Surat,2025-04,credit note,24/04/2025,PEACOCK DIGITAL WORLD,GST CREDIT NOTE,CN/25/25-26,SPARE/23-24/819,,,,1003.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010cf
O-tec,Surat,2025-04,credit note,25/04/2025,AARNAV FASHIONS LIMITED,GST CREDIT NOTE,CN/26/25-26,,,,,36916.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000961
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/27/25-26,INK/25-26/1,,,,280250.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/28/25-26,INK/25-26/2,,,,252225.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/29/25-26,INK/25-26/149,,,,130036.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/30/25-26,INK/25-26/194,,,,17936.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/31/25-26,INK/25-26/232,,,,13452.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/32/25-26,INK/25-26/297,,,,212990.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/33/25-26,INK/25-26/439,,,,201780.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/34/25-26,INK/25-26/537,,,,190570.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/35/25-26,INK/25-26/592,,,,22420.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,25/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/36/25-26,INK/25-26/641,,,,11210.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,26/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/37/25-26,INK/25-26/514,,,,5900.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,26/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/38/25-26,INK/25-26/626,,,,70800.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,26/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/39/25-26,INK/25-26/507,,,,23364.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,28/04/2025,NAMYAAH DIGITALS,GST CREDIT NOTE,CN/40/25-26,RENT/25-26/2,,,,177000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000364c
O-tec,Surat,2025-04,credit note,30/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/41/25-26,SPARE/24-25/2335,,,,84791.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,30/04/2025,V D ENTERPRISE,GST CREDIT NOTE,CN/42/25-26,HEAD/25-26/11,,,,206500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000397e
O-tec,Surat,2025-04,credit note,30/04/2025,D SKY DIGITAL PRINTS,GST CREDIT NOTE,CN/43/25-26,INK/25-26/630,,,,18880.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000bff
O-tec,Surat,2025-04,credit note,30/04/2025,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/44/25-26,INK/25-26/734,,,,57171.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-04,credit note,30/04/2025,SINO STAR ENTERPRISE,GST CREDIT NOTE,CN/45/25-26,INK/25-26/717,,,,864999.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002e9e
O-tec,Surat,2025-04,credit note,30/04/2025,VERONICA DIGITAL,GST CREDIT NOTE,CN/46/25-26,INK/25-26/645,,,,51920.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014dd
O-tec,Surat,2025-04,credit note,30/04/2025,JAY INDUSTRIAL CHEMICALS PVT LTD,GST CREDIT NOTE,CN/47/25-26,INK/25-26/307,,,,206264.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e18
O-tec,Surat,2025-04,credit note,30/04/2025,ROOMY INDUSTRIES,GST CREDIT NOTE,CN/48/25-26,INK/25-26/594,,,,4130.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001207
O-tec,Surat,2025-04,credit note,30/04/2025,SHIVRAM PROCESSORS,GST CREDIT NOTE,CN/49/25-26,INK/25-26/574,,,,31860.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012dd
O-tec,Surat,2025-04,credit note,30/04/2025,VINNY OVERSEAS LIMITED,GST CREDIT NOTE,CN/50/25-26,INK/25-26/332,,,,46728.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014f8
O-tec,Surat,2025-04,credit note,30/04/2025,ANUPAM CREATION PVT. LTD.,GST CREDIT NOTE,CN/51/25-26,INK/25-26/367,,,,88500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a0d
O-tec,Surat,2025-04,credit note,30/04/2025,PIONEER DYEING PVT LTD,GST CREDIT NOTE,CN/52/25-26,INK/25-26/84,,,,79650.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010e8
O-tec,Surat,2025-04,credit note,30/04/2025,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/53/25-26,INK/25-26/735,,,,158356.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-04,credit note,30/04/2025,GOKUL TEX PRINTS PVT. LTD.,GST CREDIT NOTE,CN/54/25-26,INK/25-26/350,,,,52227.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cd3
O-tec,Surat,2025-04,credit note,30/04/2025,KRISHNA DYEING & PRINTING MILLS PVT. LTD.,GST CREDIT NOTE,CN/55/25-26,INK/25-26/411,,,,8260.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000eb0
O-tec,Surat,2025-04,credit note,30/04/2025,RAJLAXMI DIGITAL,GST CREDIT NOTE,CN/56/25-26,INK/25-26/451,,,,109386.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000119e
O-tec,Surat,2025-04,credit note,30/04/2025,ROOMY INDUSTRIES,GST CREDIT NOTE,CN/57/25-26,INK/25-26/593,,,,29736.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001207
O-tec,Surat,2025-04,credit note,30/04/2025,ROSHNI CREATIONS PRIVATE LIMITED,GST CREDIT NOTE,CN/58/25-26,INK/25-26/662,,,,10030.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000120c
O-tec,Surat,2025-04,credit note,30/04/2025,SHIVRAM PROCESSORS,GST CREDIT NOTE,CN/59/25-26,INK/25-26/300,,,,113988.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012dd
O-tec,Surat,2025-04,credit note,30/04/2025,SHRUTI FASHIONS PVT. LTD.,GST CREDIT NOTE,CN/60/25-26,INK/25-26/471,,,,200718.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001338
O-tec,Surat,2025-04,credit note,30/04/2025,VERONICA DIGITAL,GST CREDIT NOTE,CN/61/25-26,INK/25-26/333,,,,12390.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014dd
O-tec,Surat,2025-04,credit note,30/04/2025,K3 FABRIC HUB  PVT LTD,GST CREDIT NOTE,CN/62/25-26,INK/25-26/259,,,,176528.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e4e
O-tec,Surat,2025-04,credit note,30/04/2025,PRAYAGRAJ DYEING AND PRINTING MILLS PVT LTD,GST CREDIT NOTE,CN/63/25-26,INK/25-26/544,,,,20060.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001123
O-tec,Surat,2025-04,credit note,30/04/2025,BHANU EMBROIDERIES PRIVATE LIMITED,GST CREDIT NOTE,CN/64/25-26,INK/25-26/364,,,,213344.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a82
O-tec,Surat,2025-04,credit note,30/04/2025,JAY INDUSTRIAL CHEMICALS PVT LTD,GST CREDIT NOTE,CN/65/25-26,INK/25-26/578,,,,126850.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e18
O-tec,Surat,2025-04,credit note,30/04/2025,SHOBHAWAT INDUSTRIES,GST CREDIT NOTE,CN/66/25-26,INK/25-26/419,,,,10325.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012e1
O-tec,Surat,2025-04,credit note,30/04/2025,AARNAV FASHIONS LIMITED,GST CREDIT NOTE,CN/67/25-26,INK/25-26/718,,,,944.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000961
O-tec,Surat,2025-04,credit note,30/04/2025,RACHNA ART PRINTS PVT LTD,GST CREDIT NOTE,CN/68/25-26,INK/25-26/353,,,,1416.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001172
O-tec,Surat,2025-04,credit note,30/04/2025,VISHWESH KNITTING AND DYEING MILLS PVT LTD,GST CREDIT NOTE,CN/69/25-26,INK/25-26/154,,,,21476.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000150f
O-tec,Surat,2025-04,credit note,30/04/2025,PRABAL DIGITAL FABRIC STUDIO,GST CREDIT NOTE,CN/70/25-26,INK/25-26/6,,,,5310.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002ec7
O-tec,Surat,2025-04,credit note,30/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/71/25-26,HD/HG/24-25/358,,,,29500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,30/04/2025,BISHEN DYEING PRINTING & WEAVING MILLS,GST CREDIT NOTE,CN/72/25-26,,,,,3303.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000aa4
O-tec,Surat,2025-04,credit note,30/04/2025,DASS EMBROIDERY PRIVATE LIMITED,GST CREDIT NOTE,CN/73/25-26,INK/25-26/43,,,,20178.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b74
O-tec,Surat,2025-04,credit note,30/04/2025,GAURANGA INTERNATIONAL,GST CREDIT NOTE,CN/74/25-26,INK/25-26/511,,,,12390.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000cb4
O-tec,Surat,2025-04,credit note,30/04/2025,LAXMI VISHNU SILK MILLS,GST CREDIT NOTE,CN/75/25-26,INK/25-26/144,,,,13865.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ee1
O-tec,Surat,2025-04,credit note,30/04/2025,BHOOMI FASHION PVT LTD,GST CREDIT NOTE,CN/76/25-26,INK/25-26/702,,,,5487.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a95
O-tec,Surat,2025-04,credit note,30/04/2025,SHREE LAXMI FASHION,GST CREDIT NOTE,CN/77/25-26,INK/25-26/42,,,,38232.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001304
O-tec,Surat,2025-04,credit note,30/04/2025,SWASTIK VALUE ADDITION PVT LTD,GST CREDIT NOTE,CN/78/25-26,INK/25-26/569,,,,24544.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013e1
O-tec,Surat,2025-04,credit note,30/04/2025,VISHWESH KNITTING AND DYEING MILLS PVT LTD,GST CREDIT NOTE,CN/79/25-26,INK/25-26/352,,,,944.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000150f
O-tec,Surat,2025-04,credit note,30/04/2025,PIONEER DYEING PVT LTD,GST CREDIT NOTE,CN/80/25-26,INK/25-26/750,,,,12390.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010e8
O-tec,Surat,2025-04,credit note,30/04/2025,KALAKRUTI PROCESSORS (P) LTD,GST CREDIT NOTE,CN/81/25-26,INK/25-26/692,,,,37170.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e58
O-tec,Surat,2025-04,credit note,30/04/2025,MAHEK SUITS,GST CREDIT NOTE,CN/82/25-26,INK/25-26/437,,,,207090.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000f31
O-tec,Surat,2025-04,credit note,30/04/2025,RAJLAXMI APPARELS,GST CREDIT NOTE,CN/83/25-26,INK/25-26/653,,,,40120.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000119c
O-tec,Surat,2025-04,credit note,30/04/2025,SHIVRAM PROCESSORS,GST CREDIT NOTE,CN/84/25-26,INK/25-26/349,,,,4130.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012dd
O-tec,Surat,2025-04,credit note,30/04/2025,SAINI ENTERPRISE,GST CREDIT NOTE,CN/85/25-26,INK/25-26/775,,,,9440.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000348b
O-tec,Surat,2025-04,credit note,30/04/2025,SWASTIK DIGITAL,GST CREDIT NOTE,CN/86/25-26,INK/25-26/67,,,,18880.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-04,credit note,30/04/2025,PRINT PALETTE,GST CREDIT NOTE,CN/87/25-26,INK/25-26/50,,,,7523.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000114a
O-tec,Surat,2025-04,credit note,30/04/2025,RAMLAXMAN INDUSTRIES PVT LTD,GST CREDIT NOTE,CN/88/25-26,INK/25-26/605,,,,443.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011b6
O-tec,Surat,2025-04,credit note,30/04/2025,RIDTZ FASHION,GST CREDIT NOTE,CN/89/25-26,INK/25-26/185,,,,146910.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011eb
O-tec,Surat,2025-04,credit note,30/04/2025,GANGA FASHION PVT LTD,GST CREDIT NOTE,CN/92/25-26,INK/25-26/575,,,,100359.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-04,credit note,30/04/2025,LOTUS CREATION,GST CREDIT NOTE,CN/93/25-26,INK/25-26/696,,,,2213.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00003379
O-tec,Surat,2025-04,credit note,30/04/2025,VLS PRINTS,GST CREDIT NOTE,CN/94/25-26,INK/25-26/310,,,,8496.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000151a
O-tec,Surat,2025-04,credit note,30/04/2025,SWASTIK DIGITAL,GST CREDIT NOTE,CN/95/25-26,INK/25-26/423,,,,31860.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-04,credit note,30/04/2025,THE FESTON,GST CREDIT NOTE,CN/96/25-26,INK/25-26/378,,,,86848.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000143d
O-tec,Surat,2025-04,credit note,30/04/2025,RAJIV SILK MILLS,GST CREDIT NOTE,CN/97/25-26,INK/25-26/9,,,,52569.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001196
O-tec,Surat,2025-04,credit note,30/04/2025,RADHE FASHION,GST CREDIT NOTE,CN/98/25-26,INK/25-26/319,,,,5192.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001176
O-tec,Surat,2025-04,credit note,30/04/2025,ANISHA THE COLOUR CO.,GST CREDIT NOTE,CN/99/25-26,INK/25-26/176,,,,89680.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-04,credit note,30/04/2025,SHOBHAWAT INDUSTRIES,GST CREDIT NOTE,CN/100/25-26,,,,,1024200.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012e1
O-tec,Surat,2025-04,credit note,30/04/2025,SWASTIK DIGITAL,GST CREDIT NOTE,CN/101/25-26,INK/25-26/215,,,,3540.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-04,credit note,30/04/2025,SWASTIK DIGITAL,GST CREDIT NOTE,CN/102/25-26,INK/25-26/66,,,,565456.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-04,credit note,30/04/2025,SHREE JAGDAMBA DYG AND PTG MILLS PVT LTD,GST CREDIT NOTE,CN/103/25-26,INK/25-26/449,,,,44486.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000012f7
O-tec,Surat,2025-04,credit note,30/04/2025,SWASTIK DIGITAL,GST CREDIT NOTE,CN/104/25-26,INK/25-26/741,,,,87320.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-04,credit note,30/04/2025,RAMLAXMAN INDUSTRIES PVT LTD,GST CREDIT NOTE,CN/105/25-26,INK/25-26/636,,,,11328.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011b6
O-tec,Surat,2025-04,credit note,30/04/2025,LOTUS CREATION,GST CREDIT NOTE,CN/106/25-26,INK/25-26/696,,,,443.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00003379
O-tec,Surat,2025-04,credit note,30/04/2025,SWASTIK DIGITAL,GST CREDIT NOTE,CN/107/25-26,INK/25-26/68,,,,8496.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013dd
O-tec,Surat,2025-04,credit note,30/04/2025,RIDTZ FASHION,GST CREDIT NOTE,CN/108/25-26,INK/25-26/205,,,,18644.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000011eb
O-tec,Surat,2025-04,credit note,30/04/2025,MAHEK SUITS,GST CREDIT NOTE,CN/109/25-26,INK/25-26/335,,,,69030.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000f31
O-tec,Surat,2025-04,credit note,05/04/2025,ANISHA THE COLOUR CO.,GST SALES RETURN,G/SR/25-26/1,SPARE/24-25/2479,1.0000,4500.00,4500.00,5310.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-04,credit note,05/04/2025,LAXMI DIGITAL,GST SALES RETURN,G/SR/25-26/2,SPARE/25-26/3,1.0000,39895.00,39895.00,47076.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000edb
O-tec,Surat,2025-04,credit note,05/04/2025,ANGARIKA DIGITEX PVT LTD,GST SALES RETURN,G/SR/25-26/3,SPARE/24-25/2452,3.0000,191300.00,573900.00,677202.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009ee
O-tec,Surat,2025-04,credit note,05/04/2025,ANGARIKA DIGITEX PVT LTD,GST SALES RETURN,G/SR/25-26/4,SPARE/24-25/2478,1.0000,25704.10,25704.10,30331.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009ee
O-tec,Surat,2025-04,credit note,05/04/2025,PANORAMMA PRINT,GST SALES RETURN,G/SR/25-26/5,SPARE/24-25/2403,1.0000,54414.15,54414.15,64209.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010ab
O-tec,Surat,2025-04,credit note,05/04/2025,ALOKA EXPORTS,GST SALES RETURN,G/SR/25-26/6,SPARE/24-25/2394,1.0000,130228.95,130228.95,154201.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009ce
O-tec,Surat,2025-04,credit note,05/04/2025,M/S GOPI KRISHNA PROCESSORS PVT LTD UNIT-2,GST SALES RETURN,G/SR/25-26/7,INK/25-26/141,400.0000,650.00,260000.00,306800.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fc0
O-tec,Surat,2025-04,credit note,08/04/2025,SILK APPEAL,GST SALES RETURN,G/SR/25-26/9,SPARE/24-25/2371,3.0000,86542.99,259628.96,306834.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001351
O-tec,Surat,2025-04,credit note,09/04/2025,GOPGAN DIGITAL PRINTING,GST SALES RETURN,G/SR/25-26/10,SPARE/24-25/2301,4.0000,69.30,277.20,327.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000034ec
O-tec,Surat,2025-04,credit note,10/04/2025,MADHU TEXTILE MILL,GST SALES RETURN,G/SR/25-26/11,SPARE/25-26/45,1.0000,1080.00,1080.00,1274.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000f20
O-tec,Surat,2025-04,credit note,10/04/2025,MADHU TEXTILE MILL,GST SALES RETURN,G/SR/25-26/12,SPARE/24-25/2141,1.0000,1717.68,1717.68,2027.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000f20
O-tec,Surat,2025-04,credit note,11/04/2025,SWATI SYNTHETICS,GST SALES RETURN,G/SR/25-26/13,INK/24-25/6234,10.0000,1150.00,11500.00,13570.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000013e3
O-tec,Surat,2025-04,credit note,11/04/2025,RAINBOW DIGITAL PRINTS,GST SALES RETURN,G/SR/25-26/14,SPARE/24-25/1499,1.0000,14708.00,14708.00,17355.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001188
O-tec,Surat,2025-04,credit note,14/04/2025,SHRI GANGARAM GARMENT,GST SALES RETURN,G/SR/25-26/15,SPARE/24-25/1986,16.0000,159.38,2550.00,3599.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000132c
O-tec,Surat,2025-04,credit note,14/04/2025,FABRIC  STORY PVT LTD,GST SALES RETURN,G/SR/25-26/16,SPARE/25-26/85,5.0000,950.00,4750.00,5605.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000c5b
