Company,Location,Month,Type,Date,Particulars,Voucher Type,Voucher No.,Reference Invoice Number,Narration,Transaction Type,Amount,ledger_id
O-tec,Surat,2025-04,journal,01/04/2025,ANUPAM CREATION PVT. LTD.,Journal,OPENING DIFF,INK/24-25/8923,AS PER ANUPAM LEDGER 851/- TDS -194Q FOR F.Y.2526 BUT AUDIT FIGURES FINALIZED SO TAKE ENTRY IN DISCOUNT,Cr,851.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a0d
O-tec,Surat,2025-04,journal,01/04/2025,CHANDRIKA DIGITAL,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00019de8,INK/24-25/9093,,Cr,5.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000af9
O-tec,Surat,2025-04,journal,01/04/2025,MEHFUZA CREATION,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00019e21,INK/24-25/9111,,Cr,413.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000f7e
O-tec,Surat,2025-04,journal,01/04/2025,M R C MILLS PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001a274,8.11.23 Adv,,Dr,6827.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000faf
O-tec,Surat,2025-04,journal,01/04/2025,M R C MILLS PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001a274,Journal,,Dr,456.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000faf
O-tec,Surat,2025-04,journal,01/04/2025,M R C MILLS PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001a274,Tcs-Jan,,Dr,2531.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000faf
O-tec,Surat,2025-04,journal,01/04/2025,SHUKAN DIGITAL,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001dace,TCS-FEB-25,,Cr,11.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000332d
O-tec,Surat,2025-04,journal,01/04/2025,SHUKAN DIGITAL,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001dace,TCS_MAR-25,,Cr,7.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000332d
O-tec,Surat,2025-04,journal,01/04/2025,POOJA ENTERPRISES-SALES,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001dd4a,SPARE/24-25/1786,,Cr,43070.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010ef
O-tec,Surat,2025-04,journal,01/04/2025,ACCRUED REVENUE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001f4bb,,BEING ACCURED REVENUE REVERSED,Cr,2534400.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000075d9
O-tec,Surat,2025-04,journal,01/04/2025,ORANGE O TEC ENTERPRISES PVT LTD-SALE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001f985,,,Cr,$847.94 @ ? 86.7811/$ = ? 73585.20,a4e100d1-3b6f-4193-876a-c754f1a74552-00003972
O-tec,Surat,2025-04,journal,04/04/2025,D SKY DIGITAL PRINTS,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00011743,TX/SPARE/24-25/1819,,Cr,1.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000bff
O-tec,Surat,2025-04,journal,04/04/2025,GOPAL HOME FURNISHING,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00011b81,NOIDA,,Dr,100000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000034a3
O-tec,Surat,2025-04,journal,04/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00011b81,HD/HG/23-24/206,,Cr,100000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,10/04/2025,ORANGE O TEC PVT. LTD (DELHI),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00011cd6,HD/DOT/23-24/36,,Dr,176851.03,a4e100d1-3b6f-4193-876a-c754f1a74552-00001080
O-tec,Surat,2025-04,journal,10/04/2025,ORANGE O TEC PVT. LTD (DELHI),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00011cd6,HD/DOT/23-24/37,,Dr,223148.97,a4e100d1-3b6f-4193-876a-c754f1a74552-00001080
O-tec,Surat,2025-04,journal,10/04/2025,BHOLE NATH HOSIERY MILLS-MACHINE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00011cd6,INK/25-26/478,,Cr,400000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a93
O-tec,Surat,2025-04,journal,10/04/2025,ORANGE O TEC PVT. LTD (DELHI),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00011cd7,HD/DOT/23-24/37,,Dr,151650.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001080
O-tec,Surat,2025-04,journal,10/04/2025,BHOLE NATH HOSIERY MILLS-MACHINE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00011cd7,INK/25-26/478,,Cr,151650.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a93
O-tec,Surat,2025-04,journal,11/04/2025,ANUPAM CREATION PVT. LTD.,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00011fd6,HD/HG/25-26/10,,Cr,230.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a0d
O-tec,Surat,2025-04,journal,15/04/2025,SP TRADING,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000122f2,NOIDA,,Dr,50000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002e3a
O-tec,Surat,2025-04,journal,15/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000122f2,HD/HG/23-24/206,,Cr,1031.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,15/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000122f2,HD/HG/23-24/208,,Cr,48969.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,16/04/2025,MICROJET PRINTERS,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00019e22,INK/25-26/404,,Cr,290.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000f8b
O-tec,Surat,2025-04,journal,18/04/2025,NIVA'S DESIGNS,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000122d5,NOIDA,,Dr,130466.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000039fe
O-tec,Surat,2025-04,journal,18/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000122d5,INK/23-24/6486,,Cr,114404.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,18/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000122d5,SPARE/23-24/1562,,Cr,16062.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,18/04/2025,ORANGE O TEC PVT. LTD (DELHI),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000122d8,HD/DOT/23-24/37,ADVANCE FOR MACHINERY,Dr,117000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001080
O-tec,Surat,2025-04,journal,18/04/2025,BHOLE NATH HOSIERY MILLS-MACHINE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000122d8,MC/25-26/5,ADVANCE FOR MACHINERY,Cr,117000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a93
O-tec,Surat,2025-04,journal,18/04/2025,ORANGE O TEC PVT. LTD (DELHI),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000127c8,HD/DOT/23-24/37,,Dr,76700.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001080
O-tec,Surat,2025-04,journal,18/04/2025,BHOLE NATH HOSIERY MILLS-MACHINE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000127c8,HEAD/25-26/18,,Cr,76700.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a93
O-tec,Surat,2025-04,journal,21/04/2025,SREE KANAGA DURGAA TEXTILE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014472,INK/25-26/513,,Cr,725.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-04,journal,21/04/2025,SREE KANAGA DURGAA TEXTILE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001447b,INK/25-26/513,75000@0.1%,Cr,75.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-04,journal,22/04/2025,GANGA FASHION PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000135ae,INK/25-26/377,,Cr,16643.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-04,journal,23/04/2025,GOPAL HOME FURNISHING,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012737,NOIDA,,Dr,100000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000034a3
O-tec,Surat,2025-04,journal,23/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012737,HD/HG/23-24/208,,Cr,100000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,24/04/2025,BALAJI GRAPHICS,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000127aa,HG/INK/24-25/7526,,Cr,1.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a66
O-tec,Surat,2025-04,journal,25/04/2025,SREE KANAGA DURGAA TEXTILE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014475,INK/25-26/778,520000@0.1%,Cr,445.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-04,journal,25/04/2025,SREE KANAGA DURGAA TEXTILE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014475,INK/24-25/7922,520000@0.1%,Cr,75.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-04,journal,28/04/2025,GOPAL HOME FURNISHING,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012e3e,NOIDA,,Dr,17187.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000034a3
O-tec,Surat,2025-04,journal,28/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012e3e,HD/HG/23-24/208,,Cr,17187.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,28/04/2025,GOPAL HOME FURNISHING,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012e3d,NOIDA,,Dr,50000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000034a3
O-tec,Surat,2025-04,journal,28/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012e3d,HD/HG/23-24/208,,Cr,50000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,29/04/2025,APOLLO  DIGITEX PVT.LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013086,NOIDA,,Dr,447338.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a1a
O-tec,Surat,2025-04,journal,29/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013086,HD/HG/23-24/208,,Cr,447338.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,29/04/2025,ORANGE O TEC PVT. LTD (DELHI),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012e1c,HD/DOT/23-24/37,,Dr,20978.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001080
O-tec,Surat,2025-04,journal,29/04/2025,BHOLE NATH HOSIERY MILLS-MACHINE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012e1c,SPARE/25-26/231,,Cr,20978.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000a93
O-tec,Surat,2025-04,journal,30/04/2025,CLOTHERA PRIVATE LIMITED,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000135b8,PAPER/289/24-25,,Cr,0.20,a4e100d1-3b6f-4193-876a-c754f1a74552-00000b1f
O-tec,Surat,2025-04,journal,30/04/2025,PANORAMMA PRINT,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001eddf,,BEING FY 2023-24 DIFFERANCE DISCOUNT BOOKED,Cr,8686.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010ab
O-tec,Surat,2025-04,journal,30/04/2025,INDIGO APPAREL FABRICATORS-MACHINE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001cfaa,,,Dr,300000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000da2
O-tec,Surat,2025-04,journal,30/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001cfaa,,,Cr,300000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,30/04/2025,GANGA FASHION PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000135af,HAND/25-26/9,50000@2%,Cr,500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-04,journal,30/04/2025,GANGA FASHION PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000135af,SER/25-26/7,50000@2%,Cr,500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000ca5
O-tec,Surat,2025-04,journal,30/04/2025,SREE KANAGA DURGAA TEXTILE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014476,INK/25-26/778,145000@0.1%,Cr,145.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-04,journal,30/04/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014599,SP/NOT/23-24/8,APR-25,Dr,9000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-04,journal,30/04/2025,JAY INDUSTRIAL CHEMICALS PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001a1f5,MS/SPARE/24-25/1847,BEING LEDGER MATCHING ENTRY,Cr,629.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e18
O-tec,Surat,2025-04,journal,30/04/2025,JAY INDUSTRIAL CHEMICALS PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001a1f5,PENDING,BEING LEDGER MATCHING ENTRY,Cr,9661.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e18
O-tec,Surat,2025-04,journal,30/04/2025,M/S SKYLARK DYEING PRIVATE LIMITED,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001de98,JOURNAL,BEING TDS NOT BOOKED FY 2024-25 AS PER LEDGER AUDIT TIME QUARY NOT RAISED BY CA,Cr,18609.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001360
O-tec,Surat,2025-05,journal,01/05/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012ec8,HD/HG/23-24/17,,Dr,2417.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-05,journal,01/05/2025,M/S COLOR N STYLE PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012ec8,TCS-DEC'24,,Cr,500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb8
O-tec,Surat,2025-05,journal,01/05/2025,M/S COLOR N STYLE PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012ec8,TCS-FEB-25,,Cr,500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb8
O-tec,Surat,2025-05,journal,01/05/2025,M/S COLOR N STYLE PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012ec8,TCS-MARCH-25,,Cr,500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb8
O-tec,Surat,2025-05,journal,01/05/2025,M/S COLOR N STYLE PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012ec8,TCS-NOV'24,,Cr,500.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb8
O-tec,Surat,2025-05,journal,01/05/2025,M/S COLOR N STYLE PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012ec8,TCS-OCT'24,,Cr,417.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fb8
O-tec,Surat,2025-05,journal,01/05/2025,ORANGE O TEC PVT. LTD (DELHI),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012edf,HD/DOT/23-24/37,,Dr,4376.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001080
O-tec,Surat,2025-05,journal,01/05/2025,J.P. PROCESSORS PVT. LTD.,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012edf,TCS-DEC'24,,Cr,1094.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e44
O-tec,Surat,2025-05,journal,01/05/2025,J.P. PROCESSORS PVT. LTD.,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012edf,TCS-FEB-25,,Cr,1094.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e44
O-tec,Surat,2025-05,journal,01/05/2025,J.P. PROCESSORS PVT. LTD.,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012edf,TCS-JAN'25,,Cr,1094.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e44
O-tec,Surat,2025-05,journal,01/05/2025,J.P. PROCESSORS PVT. LTD.,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012edf,TCS-MAR'25,,Cr,1094.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e44
O-tec,Surat,2025-05,journal,01/05/2025,SHREE SAI DIGITEX (LAXMI DIVISION),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001da4f,RENT/25-26/3,,Cr,3000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000039c6
O-tec,Surat,2025-05,journal,01/05/2025,SHREE SAI DIGITEX (LAXMI DIVISION),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001da4f,RENT/25-26/5,,Cr,3000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000039c6
O-tec,Surat,2025-05,journal,01/05/2025,M/S. TRYWOLF - Machine,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000135c1,NOIDA,,Dr,16000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002e62
O-tec,Surat,2025-05,journal,01/05/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000135c1,HD/HG/23-24/208,,Cr,16000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-05,journal,02/05/2025,ORANGE O TEC PVT. LTD (DELHI),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012f92,HD/DOT/23-24/37,,Dr,10308.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001080
O-tec,Surat,2025-05,journal,02/05/2025,VAIBHAV ENTERPRISES,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012f92,PAPER/255/24-25,,Cr,8850.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002c76
O-tec,Surat,2025-05,journal,02/05/2025,VAIBHAV ENTERPRISES,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00012f92,TCS-DEC'24,,Cr,1458.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002c76
O-tec,Surat,2025-05,journal,02/05/2025,SREE KANAGA DURGAA TEXTILE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014477,INK/25-26/832,1305000@0.1%,Cr,1305.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-05,journal,05/05/2025,VERONICA DIGITAL,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014166,INK/24-25/7494,,Cr,601.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014dd
O-tec,Surat,2025-05,journal,05/05/2025,SAHELI TEXPORTS PVT LTD(MACHINE),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001510d,,,Dr,2.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001230
O-tec,Surat,2025-05,journal,06/05/2025,SREE KANAGA DURGAA TEXTILE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014479,INK/25-26/961,377000@0.1%,Cr,377.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-05,journal,08/05/2025,SREE KANAGA DURGAA TEXTILE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001ae7c,HD/HG/24-25/402,,Cr,769.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-05,journal,08/05/2025,SREE KANAGA DURGAA TEXTILE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001ae7c,INK/25-26/961,,Cr,75.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000138b
O-tec,Surat,2025-05,journal,10/05/2025,GOPAL HOME FURNISHING,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013604,NOIDA,,Dr,100000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000034a3
O-tec,Surat,2025-05,journal,10/05/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013604,HD/HG/23-24/208,,Cr,100000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-05,journal,12/05/2025,D SKY DIGITAL PRINTS,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00021954,AMC/24-25/31,BEING TDS ENTRY DISCOUNT BOOKED FY 2024-25,Cr,1200.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000bff
O-tec,Surat,2025-05,journal,12/05/2025,PANORAMMA PRINT,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013564,SPARE/25-26/86,,Cr,47.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000010ab
O-tec,Surat,2025-05,journal,12/05/2025,SP TRADING,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013ed4,NOIDA,,Dr,50000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00002e3a
O-tec,Surat,2025-05,journal,12/05/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013ed4,HD/HG/23-24/208,,Cr,50000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-05,journal,13/05/2025,M/S. APOLLO PROCESSORS PVT LTD - MACHINE,Journal,1,H/S SECURITY,,Cr,80000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000034e6
O-tec,Surat,2025-05,journal,15/05/2025,M/S GOPI KRISHNA PROCESSORS PVT LTD UNIT-2-MACHINE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001486b,DELHI,,Dr,500000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000fc1
O-tec,Surat,2025-05,journal,15/05/2025,ORANGE O TEC PVT. LTD (DELHI),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001486b,,,Cr,500000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001080
O-tec,Surat,2025-05,journal,16/05/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001398e,HD/HG/23-24/17,,Dr,500000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-05,journal,16/05/2025,OM PRINTS,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001398e,OTEC/6112/21-22 13,,Cr,500000.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00001071
O-tec,Surat,2025-05,journal,17/05/2025,ANISHA THE COLOUR CO.,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001dacc,DIFF,,Cr,2216.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000009f7
O-tec,Surat,2025-05,journal,19/05/2025,NIVA'S DESIGNS,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000143e2,NOIDA,,Dr,35400.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000039fe
O-tec,Surat,2025-05,journal,19/05/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-000143e2,HD/HG/23-24/213,,Cr,35400.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-05,journal,20/05/2025,VEEKAY PRINTS PVT.LTD.,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013db8,INK/24-25/7225,,Cr,155.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014d4
O-tec,Surat,2025-05,journal,20/05/2025,VEEKAY PRINTS PVT.LTD.,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013db8,INK/24-25/7393,,Cr,60.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014d4
O-tec,Surat,2025-05,journal,20/05/2025,JAY INDUSTRIAL CHEMICALS PVT LTD,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-0001d8cb,HEAD/25-26/166,15000@2%,Cr,300.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000e18
O-tec,Surat,2025-05,journal,21/05/2025,VERONICA DIGITAL,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014167,MS/SPARE/24-25/2010,,Cr,41.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014dd
O-tec,Surat,2025-05,journal,21/05/2025,VERONICA DIGITAL,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014169,INK/24-25/7938,,Cr,359.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000014dd
O-tec,Surat,2025-05,journal,21/05/2025,PRINTS FOREVER - MACHINE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013ed7,NOIDA,,Dr,1888.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000033b8
O-tec,Surat,2025-05,journal,21/05/2025,ORANGE O TEC PRIVATE LIMITED(NOIDA),Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013ed7,HD/HG/23-24/208,,Cr,1888.00,a4e100d1-3b6f-4193-876a-c754f1a74552-0000107f
O-tec,Surat,2025-05,journal,21/05/2025,AARNAV FASHIONS LIMITED,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00014529,INK/24-25/7413,,Cr,215.00,a4e100d1-3b6f-4193-876a-c754f1a74552-00000961
O-tec,Surat,2025-05,journal,21/05/2025,PRINTS FOREVER - MACHINE,Journal,a4e100d1-3b6f-4193-876a-c754f1a74552-00013ed9,NOIDA,,Dr,14750.00,a4e100d1-3b6f-4193-876a-c754f1a74552-000033b8
